nomeLocalidade;SIGLA_UF;Exportação_2020_Valor US$ FOB;Exportação_2020_Quilograma Líquido;Importação_2020_Valor US$ FOB;Importação_2020_Quilograma Líquido;Exportação_2019_Valor US$ FOB;Exportação_2019_Quilograma Líquido;Importação_2019_Valor US$ FOB;Importação_2019_Quilograma Líquido;Exportação_2018_Valor US$ FOB;Exportação_2018_Quilograma Líquido;Importação_2018_Valor US$ FOB;Importação_2018_Quilograma Líquido;Exportação_2017_Valor US$ FOB;Exportação_2017_Quilograma Líquido;Importação_2017_Valor US$ FOB;Importação_2017_Quilograma Líquido;Exportação_2016_Valor US$ FOB;Exportação_2016_Quilograma Líquido;Importação_2016_Valor US$ FOB;Importação_2016_Quilograma Líquido;Exportação_2015_Valor US$ FOB;Exportação_2015_Quilograma Líquido;Importação_2015_Valor US$ FOB;Importação_2015_Quilograma Líquido
Afonso Cláudio;ES;4461423;2582680;0;0;250621;98460;9718;99;447098;1168669;22675;162;465320;683058;0;0;0;0;27470;195;2983651;1697000;0;0
Brasilândia do Sul;PR;4395273;11624316;0;0;1597624;4682811;0;0;0;0;0;0;1753141;11522113;0;0;1599470;4310933;0;0;419899;2604670;0;0
Boa Vista do Sul;RS;4126319;5703664;0;0;3498520;5659298;0;0;4570617;7601651;39561;144000;4673527;8045057;41670;2020;4754285;8021000;0;0;5243571;6472050;0;0
Riachão do Jacuípe;BA;4123807;3359149;0;0;3415210;2473124;34522;11780;2147179;1563809;2278;22;4320143;3064692;1123;27;7416722;5212375;0;0;5940902;3556738;6939;190
São João do Itaperiú;SC;4114696;22725642;0;0;1970105;11838452;83768;1187;839902;5800130;0;0;17411;352;215;4;0;0;0;0;0;0;4995;36
Jaguaré;ES;3993706;2045000;0;0;4453577;2157000;0;0;1976499;881000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Serranópolis;GO;3992199;15282000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Santo Antônio do Leverger;MT;3969401;2807519;0;0;6506911;4045931;26325;27519;3976948;2231128;0;0;0;0;1555000;7256;0;0;0;0;0;0;1516;23
Nova Olímpia;MT;3966800;11245720;0;0;4474337;11497855;0;0;3745199;9018459;0;0;5074626;10594000;0;0;6027987;15510110;0;0;3092516;7500090;0;0
Parapuã;SP;3910228;3325000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19417;77;9900;1000;0;0
São Francisco de Paula;RS;3900433;10673531;0;0;1259467;343820;61327;52340;765352;20855;0;0;96978;33264;0;0;14068;4821;0;0;93459;37164;4382;8
Campos Altos;MG;3785847;1446240;0;0;4955528;1552765;0;0;2958987;1120800;0;0;3186451;952800;0;0;916487;271200;0;0;0;0;0;0
Espigão D'Oeste;RO;3777716;3877639;0;0;7418211;17086309;0;0;10268182;26605914;0;0;11392880;26362007;50247;47;8968148;20645260;0;0;5593072;6484560;0;0
Arvorezinha;RS;3498455;2573739;0;0;1664836;946150;0;0;1025304;592738;0;0;1296503;665907;0;0;981587;490074;0;0;1387917;604879;10052;249
Inhangapi;PA;3482173;1099336;0;0;3756550;1153006;0;0;2996964;822707;0;0;3153750;840067;0;0;850986;218374;0;0;76027;12960;0;0
Dona Emma;SC;3445596;7254867;0;0;1894560;3738394;0;0;5826538;9484758;7637;1338;3918225;7744022;0;0;2842228;5796952;0;0;2778427;4668917;0;0
Xapuri;AC;3428278;3650355;0;0;2848669;2688855;0;0;1927841;1368263;0;0;1012115;678304;0;0;87071;58800;0;0;0;0;0;0
Gaúcha do Norte;MT;3373885;17442091;0;0;1342220;8273374;0;0;784113;3818883;0;0;2598180;7022234;0;0;747984;2233741;0;0;3796830;10254460;0;0
Fátima do Sul;MS;3213682;9515231;0;0;1951433;5628361;0;0;7225989;18692027;0;0;2475248;8677128;0;0;375;1034;0;0;0;0;36653;1691
Severínia;SP;3201050;10844947;0;0;2216064;7603058;0;0;5557899;17625968;0;0;3241849;6894120;0;0;6621860;18040308;0;0;3192268;9809798;0;0
Pedro Gomes;MS;3171989;17030917;0;0;19963532;86102394;0;0;13938975;47427692;0;0;18447646;53173888;0;0;20425896;78639977;0;0;5925683;24547746;0;0
Sobradinho;RS;3124210;1486995;0;0;3070069;1545485;19879;19300;3111543;1510270;86117;73850;1219279;533389;0;0;1658241;766115;509928;357592;3275416;3961528;0;0
Itapuã do Oeste;RO;3046179;4372595;0;0;3877072;6326239;0;0;4236982;6934107;0;0;2428151;3630781;0;0;1424873;2479667;0;0;1286425;1759169;0;0
Ponte Alta;SC;2940545;7492550;0;0;1570884;3620998;0;0;1322518;2869891;0;0;712351;1624410;0;0;857160;2161810;0;0;181486;420300;0;0
Manoel Urbano;AC;2827306;4165214;0;0;4356271;5328459;0;0;13925054;32779100;0;0;5271061;5226073;0;0;1127041;855914;0;0;0;0;0;0
Santo Cristo;RS;2778613;2395129;0;0;281505;131598;0;0;173814;55684;0;0;119031;12026;63855;0;23395;1323;0;0;80227;8498;90000;12000
Belmonte;BA;2776371;24402388;0;0;7997;145806;0;0;1222469;131830;0;0;1019751;222940;0;0;484728;84159;0;0;1605491;202426;0;0
Virmond;PR;2696637;7037329;0;0;2163138;5840842;0;0;3459979;6541654;0;0;3104636;6460507;0;0;2750834;5817487;0;0;2809087;4817974;0;0
Nonoai;RS;2582263;4213346;31680;0;2708440;3228563;3412;7;2086108;2161144;0;0;1427685;4082276;0;0;656229;69312;0;0;768853;125343;2797;7
São João do Manhuaçu;MG;2475187;540965;0;0;1417248;349360;0;0;484826;99316;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Floresta do Araguaia;PA;2415782;1724840;0;0;1521722;1422210;0;0;2128538;1791920;0;0;2941062;1767740;0;0;11363608;2035213;1573;45;22984851;1368135;3403;90
São Valentim do Sul;RS;2409095;4278490;0;0;1469978;2450740;0;0;2446070;5120812;0;0;1462928;2619353;0;0;884921;831983;247683;212000;732702;128110;119520;88000
Carlos Chagas;MG;2390868;927285;0;0;745316;267195;0;0;12053942;3682741;0;0;8369029;2726306;0;0;591156;202998;0;0;0;0;0;0
Livramento de Nossa Senhora;BA;2312731;2745340;0;0;1022460;3877000;0;0;1026517;1875110;0;0;381856;1600276;0;0;564857;1291404;223520;171400;1590747;6073132;284499;228910
São Carlos;SC;2303799;2863702;0;0;1642452;2121696;0;0;1086521;1150024;0;0;1716795;1945044;0;0;1457284;1823266;0;0;677389;826345;0;0
Afuá;PA;2297522;2277461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bambuí;MG;2276331;80826;0;0;1329594;14010;0;0;1210229;31596;0;0;1507148;16225;0;0;1749203;18867;0;0;1833488;16056;0;0
Ribeirão dos Índios;SP;2273712;1900000;0;0;1551953;1349250;0;0;1716020;1625000;0;0;225550;200000;0;0;0;0;0;0;0;0;0;0
Jequitaí;MG;2260996;610701;0;0;0;0;0;0;0;0;98000;1350;0;0;99041;0;0;0;120700;4200;0;0;7000;500
Santo Anastácio;SP;2204080;567129;0;0;1349695;461599;3960;346;1990189;398439;34004;7906;3275166;603270;0;0;2388794;582018;23265;136;3542468;629780;152638;9659
Monjolos;MG;2137641;4917645;0;0;871653;1065468;0;0;1098977;2130019;0;0;1156364;3130738;0;0;155034;418080;0;0;0;0;0;0
Campo Belo do Sul;SC;2124520;6036199;0;0;2025115;5392002;0;0;866584;2079280;0;0;496994;1215455;0;0;405857;898147;0;0;498240;1206987;0;0
Prainha;PA;2102919;3259439;0;0;1841768;2611980;0;0;1888085;3002395;0;0;2085979;3235743;0;0;2676755;3810335;0;0;2648675;3600988;0;0
Enéas Marques;PR;2081717;5857757;0;0;7200528;13400390;0;0;3624765;7168180;0;0;2003673;4384520;0;0;2875428;7449208;0;0;1000001;3358919;0;0
Liberato Salzano;RS;2052609;1426830;0;0;897865;708883;0;0;914375;367500;0;0;393750;157500;0;0;459375;183750;0;0;818425;348310;0;0
Luminárias;MG;2040826;5417685;0;0;2193551;7178985;0;0;1681939;4910011;0;0;1540601;4415049;16500;90;1718710;4705749;0;0;1259715;3248092;0;0
Glória de Dourados;MS;2032424;1536500;0;0;1591994;1155275;0;0;1938484;1424250;42245;42;817800;584800;0;0;2967768;5108700;0;0;1203991;1077425;13527;4584
Quinta do Sol;PR;2023413;5563454;0;0;3068365;9594999;0;0;0;0;0;0;42073;263619;0;0;0;0;0;0;0;0;0;0
Bossoroca;RS;2006054;804048;0;0;3896491;1306830;0;0;2825710;871684;7215;2332;2786793;821933;3470;1232;3182214;1031410;0;0;4749550;1560474;16136;4811
Galinhos;RN;1998374;81099000;0;0;4172985;110953859;0;0;4606408;103670705;0;0;1391265;1588800;59626;11700;2147783;64710440;0;0;715479;429541;157132;10088
Tramandaí;RS;1973757;2494078;0;0;1324204;1294157;7578;1354;490212;465350;168935;24820;238578;220796;37744;435;23181;29;69244;1;3282;5;1014;3
Piatã;BA;1946879;91609585;0;0;62;1;0;0;0;0;0;0;0;0;0;0;934;112;0;0;0;0;0;0
Itabela;BA;1894210;744350;0;0;1365715;614000;0;0;0;0;0;0;0;0;0;0;43776;19200;0;0;73863;19200;0;0
Verê;PR;1883135;1473701;0;0;1737016;1460496;0;0;1685884;1406424;0;0;1706578;1336325;0;0;749601;555407;0;0;657071;467107;0;0
Taperoá;BA;1864150;600200;0;0;5309699;2076650;0;0;4563472;1040490;0;0;5075691;1357054;0;0;2580825;841800;0;0;279000;91000;0;0
Ponte Serrada;SC;1854894;2437484;0;0;161106;361620;90995;42;27090;4;48621;33;388215;518102;124132;53;769753;1413883;170455;84;401614;462966;170888;6190
Mazagão;AP;1842978;4054060;0;0;27474;52000;46216;3470;3907049;25171920;0;0;5595893;102605560;0;0;0;0;0;0;1819726;47462850;0;0
Pedra do Indaiá;MG;1832194;7087628;0;0;1668588;4838144;0;0;1743327;4273908;0;0;2185652;4472947;0;0;1776223;4548360;9432;50;4249730;4874000;306;200
Vicência;PE;1807402;3246390;0;0;3744784;3833910;0;0;2080227;4991970;0;0;4490868;9222349;0;0;446706;1024320;0;0;8811533;21927168;0;0
São Gabriel da Palha;ES;1752197;1284198;0;0;1383997;875721;4339;144;640850;475219;0;0;160586;531223;6330;149;301612;729957;0;0;32673;48973;0;0
Domingos Martins;ES;1744703;242845;0;0;496760;73210;1267;89;1243135;164111;0;0;1062322;148753;0;0;1101699;164905;565685;3144000;825733;120290;0;0
Confins;MG;1684717;180292;0;0;13756602;546684;895550;21030;21824601;399369;0;0;2348725;123566;1595851;3794;1692426;90154;858357;141;172809;9471;1575950;40183
Áurea;RS;1677972;1834904;0;0;237389;227252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cruz Machado;PR;1636593;1339577;0;0;9746;26700;0;0;0;0;0;0;0;0;0;0;37464;67500;0;0;5232;55600;0;0
Poxoréo;MT;1567359;1052307;0;0;0;0;1206;27;0;0;7248;342;0;0;0;0;2172779;1558195;7742;596;4430375;2892408;212467;28085
São João do Ivaí;PR;1565391;4572510;0;0;5337400;15569830;0;0;0;0;0;0;60953;390000;0;0;137539;365000;0;0;0;0;0;0
Paranacity;PR;1536359;3274335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Trindade do Sul;RS;1524219;3430616;0;0;802881;1932111;0;0;941278;1338619;0;0;4394246;2701566;0;0;4576095;2865975;1596;1;6767358;3909663;0;0
Tabatinga;SP;1524091;1748581;0;0;1489317;1623937;0;0;1539309;1345936;0;0;82529;61056;0;0;0;0;0;0;236;8;0;0
São João do Paraíso;MG;1520400;112000;0;0;1852200;133000;0;0;3159100;224000;0;0;1758400;126000;0;0;1437100;101500;0;0;1154125;75250;0;0
Tutóia;MA;1513431;8700483;0;0;619679;2834000;0;0;290571;1206000;0;0;200410;480000;0;0;10810;24025;5637;20000;0;0;0;0
Tacuru;MS;1505589;4552368;0;0;1371064;4149956;0;0;0;0;0;0;0;0;0;0;611761;1644000;0;0;0;0;0;0
Aquidauana;MS;1487417;4927000;0;0;0;0;0;0;0;0;0;0;0;0;2287;1;0;0;748;0;0;0;0;0
Reserva;PR;1484189;5514402;0;0;3879927;12467785;0;0;4484513;14195989;0;0;899335;2899410;0;0;1833955;5866245;0;0;2293797;6001500;0;0
Igarapé do Meio;MA;1467893;371771;0;0;3977023;1090744;0;0;3298220;772192;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Abelardo Luz;SC;1453804;2337954;0;0;1271237;2000760;1290;50;1423691;2129309;0;0;1183004;1452151;0;0;475674;661480;0;0;100619;182690;0;0
Geminiano;PI;1437155;234000;0;0;1549242;240000;0;0;1395724;225000;0;0;599690;90000;0;0;1042646;182400;0;0;732662;101025;0;0
Ervália;MG;1401884;993191;0;0;1729738;986400;0;0;249216;132000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Inimutaba;MG;1385859;2642666;0;0;1919560;2818923;3050;2;1878151;2270957;1617;2;2548878;2960472;623;1;1401485;4234212;209141;148656;1442915;2164286;0;0
Balneário Barra do Sul;SC;1374437;732224;0;0;1304283;703584;67582;23670;1631758;947759;756982;21383;1962911;1178936;0;0;1843650;1060470;0;0;2342920;1370892;0;0
Baía Formosa;RN;1363990;2820771;0;0;510077;34708;0;0;1889439;2226369;0;0;1409927;2641210;0;0;2247258;4309590;0;0;0;0;0;0
Luís Correia;PI;1357714;89998;0;0;3565119;202002;47371;9407;3136260;93564;45192;5;0;0;5433;4450;0;0;0;0;0;0;0;0
Pedra Lavrada;PB;1322060;1840000;0;0;994480;1580000;0;0;1252260;1620000;0;0;1205880;1560000;0;0;1311023;1962060;0;0;1639875;3591900;0;0
Mariluz;PR;1310010;4074809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Espírito Santo do Dourado;MG;1307485;1083000;0;0;564558;343905;0;0;78998;45206;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Itambaracá;PR;1272716;3663473;0;0;486676;2447000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Machadinho;RS;1253632;1131400;0;0;1772916;1395360;0;0;1724655;1367280;0;0;1518212;1176480;0;0;1771494;1256480;0;0;2371281;1252440;0;0
Luisburgo;MG;1231563;266030;0;0;239280;53181;0;0;1012063;185580;0;0;268755;42820;0;0;955086;341085;0;0;0;0;0;0
Vargem;SC;1206964;3065207;0;0;1468663;2968626;0;0;1711829;3422672;0;0;1373311;2985670;0;0;1471843;3263441;0;0;1227769;2473123;0;0
Aguiarnópolis;TO;1171750;794385;0;0;754934;756000;0;0;1976268;1166981;0;0;7210284;3849977;40808;218;6992749;5207630;31412;102;1324578;936752;807417;13141
Francisco Dumont;MG;1162636;290109;0;0;1265597;332340;0;0;601859;141780;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feliz Natal;MT;1154221;717243;0;0;841296;2236418;0;0;166814;430000;0;0;2107672;5435000;0;0;1303896;7223815;0;0;1697272;7993598;1405629;7257
Teotônio Vilela;AL;1153367;3093880;0;0;946070;1870290;0;0;0;0;0;0;0;0;0;0;0;0;93908;1;0;0;0;0
Ribas do Rio Pardo;MS;1148961;3420395;0;0;470682;1640778;0;0;91034;356924;0;0;837198;1748622;20500000;12338;805645;2447448;137470;4650;1744013;4492705;16150000;13152
Conceição do Castelo;ES;1147606;3623273;0;0;100468;314087;0;0;0;0;0;0;0;0;0;0;0;0;183252;1000000;0;0;0;0
Iraquara;BA;1147347;8503880;0;0;1598954;12464550;0;0;1304314;5092180;0;0;5482025;17473970;45533;12620;6322961;16856980;255017;799518;435025;2757330;260329;793977
Planura;MG;1145048;165242;0;0;0;0;0;0;0;0;0;0;1070691;3020450;0;0;0;0;0;0;0;0;0;0
Arapuá;MG;1141152;252796;0;0;444911;90545;0;0;270778;51303;0;0;712619;106268;0;0;654774;130875;232635;50000;1691703;319448;0;0
Barra Longa;MG;1133297;3180532;0;0;2580646;2678919;0;0;1381217;560550;0;0;1061022;409060;0;0;0;0;0;0;0;0;0;0
Jardinópolis;SC;1123326;715990;0;0;924971;396446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
São Thomé das Letras;MG;1105310;4396850;0;0;950958;3398625;0;0;983103;3816304;1000;120;886528;3539719;0;0;1256882;4476961;0;0;951077;2575533;1181;139
Serrinha;BA;1100656;7865165;0;0;13268;107900;13692;6118;4102;465;404;0;334818;47557;549961;276479;888020;406962;560140;250685;648943;247138;1016134;398428
Pantano Grande;RS;1079054;418826;0;0;35173;51390;9295;18;0;0;13000;480;0;0;10989;28;0;0;189239;83347;0;0;3110;168
Inajá;PE;1069344;2204120;0;0;571680;1057980;0;0;477037;892800;0;0;646423;1316880;0;0;438638;1026720;0;0;185548;511825;0;0
Tucuruí;PA;1064398;2532000;0;0;148971;198990;233054;310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iacri;SP;1051841;328237;0;0;261533;226200;3000;450;1887485;1775370;14413;2250;860650;800000;20000;1650;85000;132480;30127;2860;77500;250000;44030;2676
Rio do Fogo;RN;1035075;1073540;0;0;804853;920329;26531;18519;852468;1040312;9846;1072;1537783;1751468;27320;1305;850222;1133371;95553;48231;857769;1145287;85426;1158
Macajuba;BA;1029329;3554880;0;0;436740;1384320;22200;195;1286949;4558830;0;0;1214616;5210310;0;0;1498499;6070680;0;0;15767;44280;0;0
Japurá;PR;1025474;508950;0;0;949609;394773;52896;23200;555527;226637;0;0;0;0;119372;70326;56619;31376;366369;211712;16530;8072;137410;37100
Itambé;PR;1011162;2768279;0;0;1333679;3517228;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alfredo Chaves;ES;986250;1203394;0;0;740402;1206325;11248;1783;112225;310765;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Caçu;GO;978058;296859;0;0;1477203;466389;0;0;1914907;702258;0;0;1434505;401126;19668;1;0;0;0;0;3064674;5250498;420400;48000
São Domingos;SE;965258;1151454;0;0;439874;411681;18544;20000;1075470;791968;17595;20000;1612395;529120;17136;20000;756076;102350;49199;60000;302109;99430;57900;64000
Itamaraju;BA;946460;217000;0;0;643379;149000;0;0;0;0;0;0;683965;127000;0;0;2158608;347000;0;0;574020;311400;0;0
Novo São Joaquim;MT;940960;597683;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Junco do Seridó;PB;921581;5243690;0;0;559968;3276975;0;0;1095776;6067504;0;0;36306;188080;0;0;0;0;0;0;0;0;0;0
Canas;SP;912690;29153;0;0;0;0;0;0;2594;50;0;0;1556;31;0;0;1619;32;0;0;2698;54;0;0
São José dos Quatro Marcos;MT;884764;1906472;0;0;94785;248972;308;7;0;0;0;0;785739;1843696;0;0;1121048;2859645;0;0;12747198;3842079;0;0
Rincão;SP;860776;1118164;0;0;39022;540000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pinhão;PR;840883;2132637;0;0;786976;1879166;0;0;1992438;3786772;0;0;1855855;3896571;0;0;1628562;3887775;0;0;1546955;3003260;0;0
Ipuã;SP;832223;59919;0;0;4266283;413205;118764;4142;3975396;452627;195787;14462;0;0;1026100;40606;0;0;207500;9988;4107795;867150;359199;9241
Paramirim;BA;806968;1388750;0;0;544744;1057160;0;0;306747;537230;0;0;423164;521190;0;0;1748222;1610690;0;0;0;0;0;0
Capela de Santana;RS;799726;1352030;0;0;1513257;2359580;40814;44221;436850;614000;97970;110157;0;0;415693;434358;0;0;1271213;1378578;18412;588;235943;33475
Mutum;MG;799541;1344586;0;0;548203;945003;565;75;560702;960783;0;0;590786;1080705;0;0;275880;532792;0;0;81452;181859;0;0
Teixeira Soares;PR;789911;2591500;0;0;1311830;3343301;0;0;2140154;5071000;0;0;1782705;4323840;0;0;825042;1968650;0;0;991328;2091600;0;0
Irupi;ES;786895;428800;0;0;907754;307200;0;0;857597;249600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lagoa da Canoa;AL;771131;51613;0;0;2164808;101710;0;0;1558499;91364;0;0;2394414;133319;0;0;2317193;115154;0;0;1986472;236064;0;0
Lassance;MG;768289;950851;0;0;235168;254746;0;0;150665;139550;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nova Londrina;PR;762868;727730;0;0;712975;604214;0;0;585174;485202;0;0;558049;497000;0;0;509180;541950;0;0;1624606;3093480;6600;10000
Santa Isabel do Pará;PA;750627;600734;0;0;1471591;897520;0;0;1464282;702545;15627;83;2424337;625000;0;0;3391898;425000;0;0;3907346;425000;2962;370
Echaporã;SP;746291;314384;0;0;1166386;98893;0;0;855753;79899;22930;1497;620439;49579;0;0;139766;11029;0;0;0;0;0;0
Ministro Andreazza;RO;735404;76000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pequeri;MG;733005;1608000;0;0;586941;466000;0;0;705123;945500;0;0;1271970;2761670;0;0;956170;1924000;0;0;534494;871369;0;0
Jerônimo Monteiro;ES;731453;771147;0;0;235667;311245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rubiataba;GO;719572;2221106;0;0;719572;2136115;0;0;1440000;3814233;0;0;2159143;5750589;0;0;0;0;0;0;0;0;93572;12936
Itarantim;BA;681348;35877;0;0;3803634;2948534;0;0;2634804;116272;0;0;2016998;83500;0;0;830219;31869;0;0;0;0;0;0
Simplício Mendes;PI;680448;307200;0;0;636096;249600;0;0;665664;230400;0;0;1066464;230400;0;0;1331549;384000;0;0;2419661;691200;0;0
Nossa Senhora Aparecida;SE;668546;31688;0;0;2083258;85800;0;0;3377739;121827;0;0;19732577;188425;0;0;2269773;97531;0;0;2850107;115497;0;0
Monte Castelo;SP;668418;399106;0;0;1441997;768600;0;0;801404;287072;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Prado Ferreira;PR;653581;355426;0;0;238530;140158;0;0;298357;166469;0;0;223341;135430;0;0;86600;78095;0;0;107848;88662;8791;2500
Vigia;PA;651750;157335;0;0;824697;170596;0;0;862696;225979;10162;85;1479069;305897;0;0;2350122;491425;0;0;1189619;229401;18431;12940
São Félix do Coribe;BA;646580;687380;0;0;1368405;1267812;0;0;1432164;1216809;0;0;1529787;1397651;0;0;1385119;1207068;0;0;1247118;1051872;0;0
Curuçá;PA;643452;318703;0;0;729905;215699;0;0;1396821;485286;0;0;157009;4987;0;0;122449;4807;0;0;112639;3503;0;0
Ponte Alta do Norte;SC;633926;2451870;0;0;269590;596506;0;0;876311;1575418;0;0;60264;107833;0;0;0;0;0;0;0;0;0;0
Miranorte;TO;630609;418080;0;0;54756;46800;0;0;238095;187200;0;0;819456;542620;0;0;3952849;1510080;0;0;216756;114400;0;0
Sales Oliveira;SP;621570;1402586;0;0;581425;1346047;73918;26500;558334;885585;154353;40000;1033517;656624;18176;596;477909;591299;0;0;463257;548565;53400;600
Tupanciretã;RS;606288;1788371;0;0;2518980;7000000;0;0;8260670;21000000;0;0;7900220;21000000;0;0;2942100;8000000;0;0;5440240;14000000;0;0
Herval d'Oeste;SC;604940;2083080;0;0;243202;812743;0;0;30350;1063;0;0;18188;1299;0;0;45751;2274;0;0;155641;46891;0;0
Abel Figueiredo;PA;604511;576095;0;0;1228294;1179920;50360;27444;1608955;1327007;0;0;96314;119850;0;0;114307;154352;0;0;19829;22911;0;0
Cacequi;RS;573559;3067170;0;0;0;0;0;0;0;0;1087;163;0;0;0;0;0;0;0;0;0;0;0;0
Paulo Lopes;SC;547192;1704506;0;0;336161;837678;85540;59263;853773;2046191;131089;101376;741504;1868503;108997;58286;237739;514362;43720;39987;141384;116371;69356;33492
Erval Velho;SC;538614;387531;0;0;572114;330420;0;0;555138;302868;0;0;801548;399378;0;0;0;0;0;0;0;0;0;0
Una;BA;533246;332640;0;0;180576;118800;0;0;152064;95040;0;0;242916;220560;0;0;304276;296320;0;0;268309;166320;0;0
Trabiju;SP;531827;290465;0;0;82546;64336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lago do Junco;MA;530902;129601;0;0;501913;144000;0;0;463846;129600;0;0;444458;129600;0;0;343549;100800;0;0;346604;100800;0;0
Tupãssi;PR;528875;835696;0;0;0;0;0;0;55100;50000;0;0;268930;225000;0;0;1753465;3361674;26780;26000;1762091;3117230;0;0
Irapuã;SP;524838;735809;0;0;74530;71280;0;0;192000;9200;0;0;99245;4600;0;0;192000;9200;0;0;291245;13800;0;0
Monte Negro;RO;514376;21311;0;0;1182867;5282;0;0;90709;589;0;0;600951;50000;0;0;2367677;243000;0;0;6526090;675000;0;0
Analândia;SP;510922;6736950;0;0;1247185;17579082;0;0;3282702;53790803;58965;50000;1405490;23602828;189428;143080;1685129;16435468;32198;25000;251471;3826291;139332;143585
Mostardas;RS;505530;1535360;0;0;220332;627950;0;0;235066;680450;0;0;888567;2641220;0;0;1253949;3937180;0;0;2569396;7167940;0;0
Santa Teresinha;PB;504920;268800;0;0;620136;345600;0;0;350836;192000;0;0;230359;141120;0;0;169927;80640;0;0;388715;204019;0;0
Lindoeste;PR;500850;410370;0;0;532184;384478;0;0;957064;679549;0;0;643608;505323;0;0;779347;604010;0;0;672761;476638;0;0
Alto Paraná;PR;492721;8849762;0;0;426039;6869742;0;0;364492;5609958;0;0;391214;5628829;64619;36930;590929;3680571;0;0;1105275;2246140;6201;477
