nomeLocalidade;SIGLA_UF;Exportação_2020_Valor US$ FOB;Exportação_2020_Quilograma Líquido;Importação_2020_Valor US$ FOB;Importação_2020_Quilograma Líquido;Exportação_2019_Valor US$ FOB;Exportação_2019_Quilograma Líquido;Importação_2019_Valor US$ FOB;Importação_2019_Quilograma Líquido;Exportação_2018_Valor US$ FOB;Exportação_2018_Quilograma Líquido;Importação_2018_Valor US$ FOB;Importação_2018_Quilograma Líquido;Exportação_2017_Valor US$ FOB;Exportação_2017_Quilograma Líquido;Importação_2017_Valor US$ FOB;Importação_2017_Quilograma Líquido;Exportação_2016_Valor US$ FOB;Exportação_2016_Quilograma Líquido;Importação_2016_Valor US$ FOB;Importação_2016_Quilograma Líquido;Exportação_2015_Valor US$ FOB;Exportação_2015_Quilograma Líquido;Importação_2015_Valor US$ FOB;Importação_2015_Quilograma Líquido
Piçarras;SC;15583927;2515056;116992572;16281434;18988288;3606540;147687208;19126427;23809061;4577946;120139198;17610642;29678383;6082992;106943311;19246325;32807499;6834848;49250821;13252911;31692092;6228379;51251414;14138751
Itabuna;BA;40786430;9717735;32148897;16345669;36868065;8283982;35975798;18582453;29969150;6987766;35732673;19740302;27839633;6454016;29243249;12240514;29291171;5878897;51010155;16890512;28574557;5512856;23820450;8532309
Corbélia;PR;8000;2350;3465498;16420090;0;0;2660911;13663580;0;0;2221012;10596360;1164362;3066586;1716800;10800000;0;0;1506000;8400000;957448;3989690;1414580;7558904
Aparecida do Taboado;MS;63965674;95343870;18876385;16460029;49449492;55245826;19719398;16213034;36051609;29894769;22792327;15956368;53030087;75047301;17670459;14296373;53498419;106007769;12677588;11305584;32062305;72158790;18832544;14581843
Ipameri;GO;95138236;263963003;4438596;16511787;113079115;327965847;4489667;13202024;96660473;249885328;4352657;10000381;94765890;271322621;4022285;12000000;34198325;90523295;2847151;11676038;29551735;82161824;4025607;11200349
Cerquilho;SP;58262521;23655623;44946376;16593365;62824446;19584250;45870911;18357921;66613665;14967376;49394264;18898251;63193941;14576087;42119470;18906626;66601933;19173672;34674571;14731285;73081482;17229104;45477560;17121983
Alvorada;RS;5036505;2092445;12763127;16634537;4946800;2064076;15340916;16893496;4659159;1779705;17282446;16182837;5175397;1455208;15610340;16598668;2557185;688840;12022995;15655701;1400109;359502;13160883;12719191
Pacajus;CE;10538191;1979014;8168730;16834932;18424633;3129013;5665523;6493957;16311086;2469136;5444590;3760503;16882683;2513898;15979072;6509254;18281111;3126750;12108628;8754347;12211716;2133387;11265157;1655569
Leme;SP;354107318;1017289060;39102040;16843213;313913314;913081175;48133470;21781079;267343095;606940408;47752597;17430304;160125768;367769897;43326925;26368097;315094737;792733942;40880148;26673053;220576239;547192058;45008659;11416515
São João;PR;41853467;37617340;2127273;16989298;68028433;67625512;2616316;20001282;103383584;116911814;2540110;19000119;92738124;91426915;3372953;27167340;69177224;97906562;8236613;55975873;91602612;131593111;3085854;26299330
Uruguaiana;RS;22342532;39607448;10822093;17075369;13136249;25538188;7030902;12953680;10353903;19086362;9477023;14747905;5947540;10605191;15362507;16980676;4036775;7101290;15673063;15002513;6192758;12051869;23514110;18657904
Riqueza;SC;0;0;5195704;17113500;0;0;7033807;22414630;0;0;3754158;12518200;0;0;4184701;16524000;0;0;3915477;13902000;0;0;1432788;5113000
Linhares;ES;136382498;108847492;31993133;17224538;120353694;91930068;29980349;26847019;143918935;95969263;24546669;12183480;76619946;42930212;21903874;9876307;64325836;39270747;22056451;12424614;133977264;70024701;39529915;11223565
Nova Odessa;SP;62722183;6473113;72870236;17278612;101239178;11854049;91259609;19718012;103250362;12820515;95328155;16238495;74897362;9843220;94420589;16702932;65255767;8323995;88557830;15125792;71781569;7150507;90763744;15392574
Lages;SC;173017027;160251519;38595702;17497868;178378931;143595712;40290501;26030500;170894293;138790005;46856983;19854332;166476870;125356023;36818365;37342427;148276318;109612982;29898497;15112478;134109810;86426467;31290695;23658463
Laurentino;SC;238546;60366;4657367;17964996;100597;14439;9154075;46227556;107793;14037;1592381;10519331;630;1;285000;2500000;630;1;548000;3500000;132395;14547;2626;55
Caibi;SC;43973;9300;2668535;18000817;0;0;3408510;27046839;0;0;2200210;16201592;0;0;290910;2000616;59000;8350;1610800;1615896;151800;16650;0;0
Palmas;TO;299461818;999030379;41936048;18062557;298108020;950855440;64326592;35975676;136201217;349861282;111721096;101522481;210358230;618117524;75939795;65062312;36739398;104328458;62085386;67095101;52614391;130761011;78659979;70401281
